-0.500000,-0.428826,-0.161418,0.000000
0.044781,0.172807,0.500000,0.000000
0.243994,0.204413,-0.500000,0.000000
0.287832,-0.500000,-0.230810,0.000000
-0.238599,-0.500000,-0.366382,0.000000
-0.500000,-0.464169,0.368382,0.000000
0.182908,0.500000,0.379033,0.000000
0.378463,-0.500000,0.347138,0.000000
0.409751,0.213452,-0.500000,0.000000
-0.500000,0.035869,0.247973,0.000000
-0.238021,-0.264858,0.500000,0.000000
-0.477619,0.500000,-0.098341,0.000000
-0.500000,0.464614,-0.472512,0.000000
-0.064844,-0.092803,0.500000,0.000000
-0.049271,-0.500000,-0.052961,0.000000
-0.371664,-0.500000,0.262148,0.000000
-0.049200,0.500000,0.203691,0.000000
-0.405556,-0.500000,-0.131960,0.000000
0.466672,-0.500000,-0.361232,0.000000
-0.015140,0.500000,-0.163982,0.000000
-0.329583,0.500000,0.313221,0.000000
-0.389175,-0.250877,-0.500000,0.000000
0.500000,0.305711,0.242817,0.000000
-0.002514,-0.500000,-0.318013,0.000000
0.399451,-0.500000,-0.374991,0.000000
0.047016,-0.495450,0.500000,0.000000
-0.500000,-0.055619,-0.475325,0.000000
0.045635,-0.500000,0.336195,0.000000
0.163913,0.500000,0.322474,0.000000
-0.500000,0.247240,-0.099245,0.000000
0.500000,0.455152,-0.198181,0.000000
0.157551,0.500000,0.113727,0.000000
-0.500000,-0.327500,-0.146839,0.000000
-0.028649,-0.500000,0.067950,0.000000
-0.265846,0.335659,-0.500000,0.000000
0.475598,-0.373048,-0.500000,0.000000
-0.500000,0.279854,0.130295,0.000000
-0.236825,0.245744,0.500000,0.000000
0.258040,-0.500000,0.265687,0.000000
-0.071280,0.500000,0.093890,0.000000
-0.090853,0.500000,-0.036014,0.000000
0.306605,-0.500000,0.290889,0.000000
0.163023,0.500000,-0.196232,0.000000
-0.500000,0.154665,-0.464410,0.000000
0.471309,-0.500000,-0.472823,0.000000
0.462113,0.392180,0.500000,0.000000
-0.500000,0.152749,0.258409,0.000000
0.212006,-0.500000,-0.398669,0.000000
-0.265974,0.500000,-0.153666,0.000000
-0.500000,-0.385223,0.033382,0.000000
0.343593,-0.463566,-0.500000,0.000000
0.357089,-0.314867,-0.500000,0.000000
0.240627,-0.500000,-0.436511,0.000000
-0.070882,-0.455193,0.500000,0.000000
-0.500000,0.047669,-0.357118,0.000000
0.500000,-0.487230,0.493399,0.000000
0.500000,-0.231870,-0.177566,0.000000
0.500000,0.414699,-0.037997,0.000000
0.467240,0.500000,0.446765,0.000000
